"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"2305",20150007,"WR",75,216,22.8602739726027,4.35,36.5,23,4.14,118,6.92,1,7
"2307",20150155,"RB",73,230,22.0027397260274,4.48,33.5,16,4.46,117,7.16,5,155
"2308",20150055,"TE",76,257,21.0630136986301,4.78,34.5,17,4.37,117,7.3,2,55
"2309",20150078,"DB",72,196,21.9260273972603,4.57,40,12,4.28,132,7.08,3,78
"2311",20150127,"LB",73,245,21.9369863013699,4.77,37,22,4.2,119,7.21,4,127
"2312",20150113,"DT",75,305,23.0876712328767,5.07,26.5,34,4.56,100,7.73,4,113
"2313",20150036,"RB",73,223,21.5890410958904,4.61,36,22,4.22,117,7.19,2,36
"2317",20160234,"OG",77,326,22.1150684931507,5.57,24,25,4.9,95,8.04,7,234
"2321",20160121,"OT",77,322,22.586301369863,5.28,25.5,20,4.71,103,7.96,4,121
"2322",20160122,"DT",73,325,21.1616438356164,5.05,27.5,31,4.82,113,8.05,4,122
"2323",20160142,"DE",76,270,23.2821917808219,5.15,30,32,4.53,113,7.95,5,142
"2324",20160248,"C",75,300,23.8821917808219,5.36,27.5,29,4.53,99,7.52,7,248
"2326",20160128,"C",75,310,22.7068493150685,5.33,28.5,24,4.69,96,7.52,4,128
"2327",20160183,"OLB",73,236,22.8356164383562,4.7,37.5,21,4.36,121,7.07,6,183
"2328",20160003,"DE",77,280,20.813698630137,4.86,32,24,4.21,120,6.89,1,3
"2329",20160055,"WR",74,197,21.4657534246575,4.58,34,11,4.35,119,6.9,2,55
"2330",20160062,"DB",73,212,22.7479452054795,4.5,36,16,4.21,124,6.91,2,62
"2333",20160160,"OLB",73,242,23.2328767123288,4.89,28.5,19,4.11,110,6.99,5,160
"2334",20160189,"DB",71,196,22.3835616438356,4.33,35,19,4.19,115,7.03,6,189
"2337",20160072,"DE",74,296,21.5315068493151,4.93,32,23,4.56,116,7.31,3,72
"2338",20160213,"WR",73,208,22.3616438356164,4.56,30.5,20,4.31,115,7.22,6,213
"2339",20160118,"DB",72,212,22.7479452054795,4.53,36.5,19,4.4,122,7.1,4,118
"2340",20160030,"OG",76,330,21.8876712328767,5.33,29.5,26,4.76,104,7.82,1,30
"2342",20160075,"DE",76,251,24.1232876712329,4.82,35,23,4.25,115,6.97,3,75
"2343",20160209,"DB",73,193,21.9397260273973,4.49,38,16,4.09,124,7.03,6,209
"2344",20160067,"DT",74,308,21.0712328767123,5.03,29.5,25,4.52,109,7.53,3,67
"2345",20160008,"OT",78,308,21.7123287671233,5,30,25,4.57,103,7.63,1,8
"2346",20160174,"OT",77,311,23.0109589041096,5.17,25,19,4.89,102,7.85,5,174
"2349",20160151,"OG",76,305,23.0684931506849,5.18,31,28,4.77,109,7.64,5,151
"2350",20160232,"LB",71,245,23.3917808219178,4.86,32,16,4.54,112,7.33,7,232
"2351",20160058,"S",73,202,22.5287671232877,4.46,37.5,21,3.97,126,6.64,2,58
"2352",20160163,"WR",73,188,22.8328767123288,4.42,38.5,11,4.22,124,6.6,5,163
"2353",20160103,"DT",73,294,21.841095890411,5.07,30,21,4.5,102,7.44,4,103
"2354",20160016,"OT",79,311,21.6958904109589,5.23,29,20,4.76,101,7.7,1,16
"2355",20160134,"RB",70,223,22.2821917808219,4.56,37.5,18,4.28,121,6.97,4,134
"2356",20160022,"WR",74,206,23.4164383561644,4.5,41,14,4.08,131,6.84,1,22
"2357",20160073,"RB",73,211,22.2684931506849,4.45,34.5,10,4.21,123,7.04,3,73
"2358",20160168,"OG",78,315,23.5506849315069,5.27,27,30,4.66,100,7.88,5,168
"2359",20160231,"TE",74,244,21.0958904109589,4.72,33.5,12,4.24,118,6.97,7,231
"2362",20160021,"WR",72,185,22.0493150684932,4.32,33.5,10,4.27,126,6.93,1,21
"2363",20160028,"OG",77,321,22.1972602739726,5.32,29,30,4.64,99,7.62,1,28
"2365",20160095,"C",78,308,23.7068493150685,5.13,25,23,4.63,106,7.63,3,95
"2366",20160109,"OLB",73,242,22.9315068493151,4.69,34.5,30,4.51,118,7.05,4,109
"2369",20160089,"DT",74,305,23.2356164383562,4.93,34.5,29,4.7,109,7.9,3,89
"2370",20160123,"OT",78,305,22.5479452054795,5.23,23.5,23,4.89,100,8.19,4,123
"2372",20160177,"TE",77,251,22.7616438356164,4.71,30.5,18,4.31,115,6.88,6,177
"2373",20160045,"RB",75,247,21.7972602739726,4.54,37,22,4.38,130,7.2,2,45
"2374",20160132,"DT",75,308,22.1232876712329,5,30.5,28,4.53,110,7.57,4,132
"2375",20160081,"TE",75,254,21.4958904109589,4.72,33,19,4.32,117,7,3,81
"2376",20160185,"S",73,205,23.0575342465753,4.54,32.5,13,4.28,115,7.15,6,185
"2377",20160038,"DB",73,196,22.8328767123288,4.58,33,11,4.15,122,7.18,2,38
"2378",20160152,"DT",75,305,22.3095890410959,5.03,28,32,4.68,108,7.78,5,152
"2380",20160176,"FB",73,238,22.9479452054795,4.81,34,30,4.32,119,7.28,6,176
"2381",20160043,"DT",76,314,21.9890410958904,5.32,26,25,4.75,96,7.84,2,43
"2383",20160037,"DT",78,310,21.8356164383562,5.03,24.5,26,4.62,106,7.44,2,37
"2384",20160060,"DB",70,200,22.427397260274,4.49,33,10,4.21,116,6.71,2,60
"2386",20160146,"DE",75,263,23.7178082191781,4.73,35,30,4.52,109,7.67,5,146
"2389",20160070,"DE",78,285,24.8301369863014,4.87,30,25,4.25,111,7.03,3,70
"2390",20160018,"C",76,309,22.9287671232877,5.03,30,26,4.59,103,7.58,1,18
"2391",20160111,"S",74,222,22.9835616438356,4.65,38,22,4.18,127,6.93,4,111
"2393",20160113,"LB",74,242,22.9397260273973,4.73,32,19,4.22,120,7.16,4,113
"2394",20160237,"RB",73,205,23.5671232876712,4.46,41.5,23,4.26,135,7.22,7,237
"2395",20160020,"OLB",73,232,21.5424657534247,4.47,35.5,17,4.2,133,7.12,1,20
"2396",20160130,"OT",78,315,24.0356164383562,5.22,29.5,27,4.72,100,7.94,4,130
"2399",20160137,"DE",78,296,21.9013698630137,4.87,32.5,30,4.38,114,7.26,4,137
"2401",20160050,"C",77,300,23.013698630137,5.22,28,28,4.72,97,7.57,2,50
"2402",20160131,"LB",74,237,22.3150684931507,4.71,28.5,22,4.2,113,6.98,4,131
"2404",20160246,"LB",73,235,23.3643835616438,4.81,31,22,4.5,112,7.19,7,246
"2405",20160144,"OG",76,306,23.0191780821918,5.11,33,33,4.65,109,7.5,5,144
"2407",20160085,"WR",74,215,23.4246575342466,4.5,35,17,4.07,123,6.65,3,85
"2408",20160205,"DB",72,182,21.8712328767123,4.65,35.5,6,4.43,118,7.44,6,205
"2409",20160233,"S",72,191,22.0767123287671,4.61,37,16,4,123,6.86,7,233
"2410",20160112,"WR",73,200,23.7890410958904,4.45,36,15,4.34,129,6.94,4,112
"2411",20160107,"WR",73,204,22.8821917808219,4.53,37,10,4.2,130,6.76,4,107
"2412",20160188,"TE",76,265,22.958904109589,5.02,30,29,4.19,115,6.93,6,188
"2413",20160106,"DB",71,199,22.3205479452055,4.49,39.5,15,4.05,124,7.08,4,106
"2414",20160065,"DE",79,275,23.0602739726027,4.84,28.5,21,4.37,114,7.27,3,65
"2415",20160017,"S",72,211,20.772602739726,4.62,38,17,4.38,132,7.09,1,17
"2418",20160069,"DE",74,246,21.0931506849315,4.75,34.5,26,4.5,118,7.35,3,69
"2419",20160203,"DE",75,235,23.5945205479452,4.74,41,14,4.38,116,7.04,6,203
"2421",20160032,"DE",76,275,22.4904109589041,4.63,35.5,20,4.5,121,7.26,2,32
"2424",20160241,"WR",74,209,23.5479452054795,4.45,35.5,12,4.46,122,6.96,7,241
"2428",20160005,"DB",74,208,21.5260273972603,4.41,41.5,14,4.18,135,6.94,1,5
"2429",20160012,"DT",74,305,22.0821917808219,5.03,34.5,28,4.59,118,7.44,1,12
"2430",20160166,"DT",75,325,21.841095890411,5.33,29.5,30,4.71,99,7.9,5,166
"2432",20160116,"DT",75,318,21.5013698630137,5.02,32,24,4.82,113,8.28,4,116
"2433",20160046,"DT",76,317,21.1205479452055,5.2,26,22,4.74,106,7.8,2,46
"2435",20160252,"TE",77,252,23.1917808219178,4.74,35,23,4.33,124,7.1,7,252
"2436",20160099,"LB",73,245,22.4904109589041,4.76,33.5,22,4.3,111,7.11,4,99
"2438",20160040,"WR",70,201,22.227397260274,4.48,41,20,4.35,123,7,2,40
"2439",20160098,"S",74,202,22.4547945205479,4.61,40,16,3.85,126,6.58,3,98
"2440",20160157,"DB",72,203,22.6246575342466,4.53,37,11,4.19,120,7.08,5,157
"2443",20160153,"RB",70,208,22.2602739726027,4.47,33.5,14,4.28,120,6.83,5,153
"2444",20160108,"DB",71,189,22.6547945205479,4.47,36,18,4.09,122,6.88,4,108
"2445",20160039,"DE",74,251,22.3178082191781,4.8,35,25,4.35,121,7.21,2,39
"2446",20160048,"OT",78,301,21.9643835616438,4.94,31.5,31,4.44,115,7.7,2,48
"2449",20160047,"WR",75,212,21.7150684931507,4.57,35,18,4.13,126,6.8,2,47
"2450",20160071,"S",74,208,22.613698630137,4.69,32.5,12,4.33,118,7.26,3,71
"2451",20160078,"OG",77,305,23.4575342465753,4.95,28.5,28,4.54,110,7.47,3,78
"2452",20160170,"OT",77,300,22.1424657534247,5.32,26,22,4.59,103,7.88,5,170
"2453",20160193,"OG",76,314,24.0082191780822,5.45,23.5,22,5.02,90,7.94,6,193
"2454",20160164,"OT",78,320,22.8821917808219,5.26,29,23,5,113,8.26,5,164
"2455",20160096,"DT",75,320,22.1917808219178,5.19,29,17,4.59,110,8.03,3,96
"2456",20160197,"FB",73,239,21.5205479452055,4.6,38.5,30,4.12,123,7.12,6,197
"2457",20160044,"DE",77,295,22.1479452054795,5.11,25,20,4.63,111,7.38,2,44
"2458",20160080,"DT",76,295,21.441095890411,5.17,27,21,4.79,99,8.06,3,80
"2459",20160143,"RB",68,204,23.1945205479452,4.49,34.5,24,4.2,116,7.03,5,143
"2460",20160178,"DB",71,193,22.6493150684932,4.49,33,17,4.33,132,7.18,6,178
"2461",20160056,"OG",75,310,23.813698630137,5.02,25.5,16,4.58,110,7.32,2,56
"2463",20160092,"DB",72,200,23.6493150684932,4.37,30.5,18,4.19,118,6.85,3,92
"2466",20160077,"DB",73,205,21.1945205479452,4.64,35.5,14,4.15,123,6.98,3,77
"2468",20160104,"DB",69,177,22.1397260273973,4.46,34.5,9,3.93,118,6.8,4,104
"2469",20160202,"DT",76,270,23.7342465753425,4.81,30.5,28,4.39,109,7.63,6,202
"2470",20170006,"S",73,213,21.5452054794521,4.56,31.5,18,4.13,120,6.96,1,6
"2471",20170170,"WR",73,189,22.6328767123288,4.44,29.5,8,4.28,125,6.98,5,170
"2473",20170173,"DB",75,215,23.5342465753425,4.48,34.5,15,4.34,117,6.64,5,173
"2474",20170017,"DE",75,288,22.2958904109589,5,30,21,4.44,108,7.49,1,17
"2475",20170164,"OG",75,341,24.3452054794521,5.34,25.5,35,4.93,102,7.83,5,164
"2477",20170060,"DB",72,202,21.9452054794521,4.43,34.5,16,4.14,132,6.81,2,60
"2478",20170036,"S",70,195,21.3123287671233,4.45,32.5,15,4.08,115,6.76,2,36
"2479",20170137,"OT",81,358,23.3561643835616,5.58,23.5,22,5.21,92,8.31,4,137
"2480",20170080,"DE",76,266,23.1287671232877,4.7,31.5,15,4.44,119,7.27,3,80
"2481",20170200,"OT",77,310,23.386301369863,5.23,29.5,23,4.94,96,8.02,6,200
"2485",20170047,"OLB",75,240,21.9479452054795,4.65,37.5,21,4.29,127,6.75,2,47
"2487",20170185,"DT",74,307,22.6684931506849,5.14,27,21,4.5,105,7.66,6,185
"2488",20170227,"OLB",75,242,23.0575342465753,4.74,29.5,25,4.42,120,7.2,7,227
"2489",20170139,"WR",74,204,23.3452054794521,4.47,35.5,10,4.09,132,6.7,4,139
"2490",20170186,"DB",72,210,22.041095890411,4.54,34,16,4.07,122,6.85,6,186
"2491",20170024,"DB",72,195,21.8465753424658,4.44,37,11,4.18,129,6.68,1,24
"2492",20170041,"RB",70,210,21.7315068493151,4.49,30.5,22,4.53,116,7.27,2,41
"2495",20170130,"OT",79,315,22.3150684931507,5.45,27,18,4.69,106,7.57,4,130
"2497",20170209,"WR",75,217,22.0876712328767,4.44,41,19,4.28,136,6.82,6,209
"2498",20170063,"OT",77,320,23.0219178082192,5.11,26,26,4.78,106,7.3,2,63
"2499",20170099,"DB",74,209,21.6794520547945,4.59,33.5,16,4.26,120,6.97,3,99
"2500",20170247,"WR",74,196,21.558904109589,4.52,39.5,11,4.26,135,7.19,7,247
"2501",20170070,"C",75,303,22.827397260274,5.32,23.5,22,4.71,99,7.94,3,70
"2502",20170023,"TE",75,240,22.6684931506849,4.42,36,19,4.23,125,6.92,1,23
"2504",20170044,"TE",75,245,22.8575342465753,4.62,37.5,22,4.33,126,6.99,2,44
"2505",20170071,"OG",76,310,22.9315068493151,5.24,28,26,4.68,101,7.52,3,71
"2506",20170237,"WR",74,195,21.2301369863014,4.61,35.5,14,4.34,127,6.94,7,237
"2507",20170243,"OG",77,315,23.1671232876712,5.24,26,23,4.84,96,7.71,7,243
"2508",20170140,"RB",72,210,22.5890410958904,4.6,29.5,21,4.28,120,7.17,4,140
"2509",20170085,"OT",79,302,23.3972602739726,5.15,31,24,4.94,108,7.98,3,85
"2510",20170120,"LB",74,244,22.5479452054795,4.75,34.5,27,4.39,119,6.98,4,120
"2512",20170166,"WR",71,191,22.1232876712329,4.5,32,8,4.2,118,6.83,5,166
"2513",20170138,"DT",75,302,23.5917808219178,5.13,27.5,20,4.62,105,7.55,4,138
"2514",20170096,"WR",76,213,23.4986301369863,4.5,35.5,18,4.15,120,7,3,96
"2515",20170090,"DB",73,198,21.7890410958904,4.38,38.5,17,4.14,132,6.87,3,90
"2516",20170077,"DE",77,265,21.8876712328767,4.76,36,18,4.63,123,7.03,3,77
"2517",20170141,"WR",74,202,22.2904109589041,4.53,35,11,4.13,119,6.74,4,141
"2518",20170136,"OG",76,284,22.1013698630137,5.15,30.5,26,4.81,105,8.16,4,136
"2519",20170022,"DE",75,250,22.1616438356164,4.82,32,21,4.56,109,7.47,1,22
"2521",20170082,"WR",71,198,22.372602739726,4.46,36,13,4.35,131,7.18,3,82
"2522",20170156,"RB",73,219,21.4821917808219,4.54,34,15,4.32,125,7.03,5,156
"2523",20170095,"S",73,216,21.4356164383562,4.47,33.5,17,4.27,115,6.96,3,95
"2525",20170019,"TE",78,251,22.4547945205479,4.51,30,22,4.16,121,6.85,1,19
"2526",20170180,"OG",75,306,22.9123287671233,5.03,29,26,4.9,94,8.13,5,180
"2527",20170115,"OG",77,305,22.5342465753425,5.27,30,21,5.09,114,8.39,4,115
"2529",20170109,"DT",75,316,22.8109589041096,5.38,28,19,4.75,100,7.64,4,109
"2530",20170091,"S",72,204,21.372602739726,4.61,37,14,4.18,119,6.72,3,91
"2531",20170182,"RB",69,208,22.4191780821918,4.56,37.5,16,4.2,127,6.82,5,182
"2532",20170198,"DT",72,321,22.2876712328767,5.04,28.5,25,4.66,108,7.73,6,198
"2533",20170037,"WR",74,200,22.0958904109589,4.45,36.5,15,4.01,133,6.79,2,37
"2534",20170059,"DE",79,289,22.8876712328767,4.83,30,23,4.69,128,7.46,2,59
"2535",20170038,"OG",76,310,23.1972602739726,5,27.5,34,4.62,111,7.55,2,38
"2537",20170101,"DB",72,199,22.5479452054795,4.43,35.5,22,4.21,123,7.06,3,101
"2538",20170116,"DE",74,260,21.8465753424658,4.67,33,35,4.62,114,7.46,4,116
"2539",20170205,"DE",75,280,22.9205479452055,4.84,32.5,29,4.47,113,7.55,6,205
"2541",20170217,"OG",76,307,22.7260273972603,5.16,26.5,26,4.73,106,7.55,6,217
"2542",20170221,"S",72,202,22.7452054794521,4.55,31,12,4.21,116,6.87,7,221
"2544",20170128,"WR",75,208,21.1178082191781,4.4,30.5,10,4.19,121,7.05,4,128
"2546",20170008,"RB",71,205,20.9041095890411,4.48,37.5,10,4.22,121,6.57,1,8
"2547",20170188,"RB",70,214,22.9232876712329,4.53,36,15,4.56,120,7.26,6,188
"2548",20170026,"DE",74,250,21.5013698630137,4.59,33,24,4.32,122,7.48,1,26
"2550",20170147,"OG",75,311,24.9753424657534,5.36,27,21,4.73,102,8.13,5,147
"2551",20170167,"DE",75,271,22.6301369863014,4.79,32.5,14,4.62,114,7.25,5,167
"2552",20170064,"OT",77,325,22.7095890410959,5.18,30.5,23,4.58,109,7.73,2,64
"2553",20170196,"DE",76,250,22.1013698630137,4.88,30.5,22,4.37,117,7.25,6,196
"2554",20170222,"DB",71,200,22.1808219178082,4.28,37.5,13,4.22,124,7.06,7,222
"2555",20170029,"TE",76,246,20.813698630137,4.64,37.5,21,4.34,133,6.97,1,29
"2557",20170065,"DT",74,305,22.9178082191781,4.97,32,26,4.72,116,7.55,3,65
"2560",20170114,"RB",71,235,21.6301369863014,4.65,33,30,4.37,116,7.26,4,114
"2562",20170058,"C",78,309,21.7452054794521,5.15,27,26,4.81,107,7.89,2,58
"2563",20170214,"DT",73,321,22.2246575342466,5.13,31.5,33,4.57,105,7.65,6,214
"2565",20170013,"LB",73,235,22.613698630137,4.52,36.5,24,5,133,7.01,1,13
"2567",20170206,"FB",70,235,22.0602739726027,4.93,32,19,4.34,114,7.27,6,206
"2569",20170199,"C",76,317,23.6958904109589,5.54,26.5,19,4.47,97,7.6,6,199
"2571",20170040,"WR",71,195,20.7260273972603,4.31,37,18,4.33,119,7.09,2,40
"2574",20170045,"TE",78,270,22.5260273972603,4.79,32.5,24,4.38,121,7.09,2,45
"2575",20170129,"OT",78,343,21.5342465753425,5.44,20.5,19,4.78,97,7.87,4,129
"2577",20170122,"OG",76,320,22.9835616438356,5.35,32,28,4.56,110,7.71,4,122
"2580",20170133,"WR",68,185,22.4958904109589,4.51,32,11,4,116,6.77,4,133
"2581",20170097,"DB",73,196,23.4547945205479,4.4,29.5,13,4.32,121,7,3,97
"2582",20170072,"WR",71,203,22.172602739726,4.5,33.5,13,4.21,132,6.57,3,72
"2583",20170177,"WR",68,178,23.0109589041096,4.63,33,13,4.01,117,6.74,5,177
"2584",20170194,"DT",75,296,23.3260273972603,5.07,28.5,26,4.59,108,7.58,6,194
"2585",20170190,"OT",77,315,22.4657534246575,5.27,26,15,4.6,107,7.84,6,190
"2587",20170003,"DE",75,256,21.3698630136986,4.69,35,30,4.58,126,6.95,1,3
"2588",20170111,"S",73,205,22.2849315068493,4.6,32.5,17,4.36,117,7.11,4,111
"2590",20170223,"DT",73,320,25.8520547945205,5.45,24.5,28,4.65,91,7.83,7,223
"2592",20170030,"LB",76,252,22.4767123287671,4.69,37,21,4.78,128,6.79,1,30
"2593",20180018,"DB",71,192,21.2301369863014,4.38,35,14,3.98,127,6.71,1,18
"2594",20180111,"C",74,302,22.5643835616438,5.34,26.5,27,4.71,99,7.81,4,111
"2595",20180086,"TE",77,254,21.6575342465753,4.67,31,17,4.38,113,7.34,3,86
"2596",20180109,"S",73,206,23.0657534246575,4.34,41,16,4.03,131,6.56,4,109
"2597",20180116,"DE",76,246,20.8986301369863,4.87,30,20,4.23,118,7.12,4,116
"2598",20180218,"LB",78,229,24.0219178082192,4.6,38.5,18,4.48,128,7.53,6,218
"2599",20180228,"WR",76,220,23.6328767123288,4.62,34,13,4.25,121,7.07,7,228
"2600",20180118,"DB",72,185,23.427397260274,4.36,31.5,13,4.4,119,6.93,4,118
"2601",20180150,"LB",73,255,23.0246575342466,4.59,36,26,4.36,124,6.9,5,150
"2602",20180131,"RB",75,220,22.3671232876712,4.46,33.5,15,4.35,122,6.91,4,131
"2604",20180158,"DT",76,290,22.3452054794521,5.03,28,31,4.48,101,7.51,5,158
"2605",20180083,"OT",70,345,22.0054794520548,5.85,19.5,14,5.38,82,7.87,3,83
"2607",20180029,"DT",76,291,22.1479452054795,4.98,35,30,4.48,119,7.12,1,29
"2608",20180088,"OLB",75,230,23.1232876712329,4.59,39.5,18,4.15,131,6.82,3,88
"2609",20180185,"WR",73,210,21.7342465753425,4.43,33.5,11,4.37,115,6.71,6,185
"2610",20180191,"WR",75,212,23.8493150684932,4.59,38.5,18,4.03,130,6.56,6,191
"2611",20180094,"OG",79,305,23.2684931506849,5.39,26.5,24,4.84,97,8.04,3,94
"2614",20180005,"DE",76,275,21.8602739726027,4.65,36,24,4.41,121,7.37,1,5
"2615",20180035,"RB",70,228,22.3534246575342,4.52,38.5,29,4.25,128,7.09,2,35
"2616",20180245,"C",77,314,21.6219178082192,5.39,29,25,4.92,97,8.04,7,245
"2618",20180097,"C",77,292,22.1013698630137,5.23,23.5,23,4.78,104,7.77,3,97
"2619",20180157,"TE",76,240,22.7643835616438,4.8,38,18,4.23,120,7.13,5,157
"2620",20180033,"OG",76,305,22.3808219178082,5.15,28,19,4.5,106,7.87,2,33
"2621",20180103,"WR",71,180,21.3013698630137,4.43,34.5,14,4.15,113,6.93,4,103
"2622",20180153,"OG",77,310,22.6630136986301,5.23,30,17,4.77,105,7.89,5,153
"2623",20180152,"S",73,204,23.0219178082192,4.41,38.5,25,4.24,121,6.89,5,152
"2624",20180014,"DE",79,255,21.6630136986301,4.58,33.5,22,4.41,124,7.2,1,14
"2627",20180192,"OG",77,335,21.8712328767123,5.58,23.5,17,4.95,98,7.86,6,192
"2628",20180120,"TE",76,267,21.8219178082192,4.87,28,15,4.4,111,7.07,4,120
"2629",20180134,"RB",69,210,22.0575342465753,4.55,34,19,4.07,122,6.79,4,134
"2631",20180019,"LB",76,256,21.2301369863014,4.65,39.5,20,4.15,124,6.88,1,19
"2632",20180180,"DT",76,303,23.1698630136986,5.29,30,33,4.53,112,7.44,6,180
"2633",20180181,"DE",76,265,23.5643835616438,4.69,32.5,31,4.19,117,6.88,6,181
"2636",20180135,"DL",76,283,21.6027397260274,4.75,33,26,4.48,113,7.36,4,135
"2637",20180071,"RB",72,238,22.1917808219178,4.54,34,17,4.16,118,6.9,3,71
"2638",20180081,"WR",73,200,22.0821917808219,4.51,36,10,4.37,122,6.95,3,81
"2639",20180085,"S",73,193,23.2794520547945,4.61,30,8,4.33,119,7.16,3,85
"2640",20180042,"TE",78,252,22.586301369863,4.54,41.5,22,4.1,129,6.76,2,42
"2641",20180213,"OG",68,311,22.8657534246575,5.2,25,32,4.83,103,7.6,6,213
"2643",20180114,"DL",76,288,22.4712328767123,4.83,31.5,28,4.62,111,7.98,4,114
"2644",20180151,"DB",72,200,23.2849315068493,4.43,32.5,22,4.4,123,6.96,5,151
"2645",20180136,"OLB",75,222,24.3835616438356,4.67,32,23,4.45,123,7.14,4,136
"2649",20180034,"OG",75,330,22.6712328767123,5.15,24,37,4.7,104,7.59,2,34
"2650",20180069,"DT",75,311,22.0383561643836,4.99,26.5,35,4.53,101,7.28,3,69
"2652",20180030,"DB",71,191,21.2246575342466,4.53,35.5,20,4.13,127,6.7,1,30
"2654",20180115,"LB",73,230,22.5616438356164,4.6,35,19,4.28,117,7.06,4,115
"2655",20180250,"TE",77,250,22.3698630136986,4.94,33,18,4.43,110,7.15,7,250
"2656",20180045,"DB",73,192,22.0849315068493,4.56,38,18,4.03,123,6.86,2,45
"2657",20180251,"RB",71,190,22.0328767123288,4.52,38.5,13,4.07,122,6.81,7,251
"2658",20180230,"LB",74,245,22.586301369863,4.48,34.5,26,4.44,122,7.14,7,230
"2659",20180240,"WR",69,176,22.6630136986301,4.48,35.5,6,4.16,122,6.87,7,240
"2660",20180106,"LB",74,236,23.358904109589,4.82,33,18,4.27,117,6.8,4,106
"2661",20180121,"DB",72,175,21.7698630136986,4.5,33,17,4.28,118,7.03,4,121
"2662",20180084,"DT",74,309,21.6821917808219,5.09,29,24,4.74,104,7.82,3,84
"2663",20180183,"C",77,290,22.2,5.32,27,28,4.86,101,7.92,6,183
"2664",20180214,"LB",75,236,22.8575342465753,4.57,34,19,4.36,121,7.13,6,214
"2666",20180047,"WR",71,200,21.4575342465753,4.47,35.5,20,4.45,115,7.09,2,47
"2667",20180041,"LB",75,250,21.9123287671233,4.64,36,24,4.19,119,6.88,2,41
"2668",20180232,"DE",75,280,22.972602739726,4.89,35.5,28,4.37,113,7.32,7,232
"2669",20180125,"DB",69,180,22.0931506849315,4.39,37,13,4,125,6.51,4,125
"2670",20180138,"OG",77,314,23.372602739726,5.33,28.5,26,4.88,97,7.86,5,138
"2674",20180198,"OG",75,320,21.3315068493151,5.15,29.5,26,4.68,105,7.94,6,198
"2676",20180024,"WR",71,215,21.0547945205479,4.42,39.5,15,4.07,132,6.95,1,24
"2677",20180133,"WR",75,205,22.9506849315068,4.6,38,21,4.04,120,6.56,4,133
"2679",20180154,"S",73,205,23.7506849315069,4.56,40.5,17,4.28,122,7,5,154
"2680",20180075,"DT",73,317,21.986301369863,5.38,27,25,5.02,96,8.15,3,75
"2681",20180100,"LB",73,220,23.6657534246575,4.61,32,21,4.07,119,6.64,3,100
"2683",20180155,"C",75,288,23.1178082191781,5.09,33.5,25,4.69,111,7.5,5,155
"2684",20180256,"WR",72,202,22.4082191780822,4.55,33.5,17,4.19,116,6.91,7,256
"2685",20180068,"S",73,195,21.213698630137,4.4,36.5,16,4.15,128,6.65,3,68
"2686",20180178,"LB",74,237,21.9068493150685,4.75,32,28,4.25,114,7.03,6,178
"2687",20180165,"TE",77,225,21.7890410958904,4.54,34.5,18,4.28,121,6.93,5,165
"2688",20180137,"TE",78,242,21.813698630137,4.75,32,15,4.4,120,7,4,137
"2689",20180123,"TE",77,257,22.7369863013699,4.81,31,18,4.23,110,7.17,4,123
"2690",20180166,"OG",77,315,23.4520547945205,5.24,29,30,4.84,114,7.45,5,166
"2691",20180211,"TE",77,295,21.7534246575342,4.74,27,16,4.75,111,7.5,6,211
"2692",20180216,"LB",75,231,22.6246575342466,4.72,32.5,19,4.4,115,7.2,6,216
"2693",20180082,"S",74,200,23.2547945205479,4.51,33,14,4.28,119,7,3,82
"2696",20180122,"LB",73,235,23.4684931506849,4.6,36,23,4.48,117,7.38,4,122
"2697",20180205,"DE",76,258,23.0849315068493,4.78,33,25,4.4,114,6.99,6,205
