"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"421",20170038,"OG",76,310,23.1972602739726,5,27.5,34,4.62,111,7.55,2,38
"422",20170217,"OG",76,307,22.7260273972603,5.16,26.5,26,4.73,106,7.55,6,217
"423",20170147,"OG",75,311,24.9753424657534,5.36,27,21,4.73,102,8.13,5,147
"424",20170064,"OT",77,325,22.7095890410959,5.18,30.5,23,4.58,109,7.73,2,64
"425",20170058,"C",78,309,21.7452054794521,5.15,27,26,4.81,107,7.89,2,58
"426",20170199,"C",76,317,23.6958904109589,5.54,26.5,19,4.47,97,7.6,6,199
"427",20170129,"OT",78,343,21.5342465753425,5.44,20.5,19,4.78,97,7.87,4,129
"428",20170122,"OG",76,320,22.9835616438356,5.35,32,28,4.56,110,7.71,4,122
"429",20170190,"OT",77,315,22.4657534246575,5.27,26,15,4.6,107,7.84,6,190
"430",20180111,"C",74,302,22.5643835616438,5.34,26.5,27,4.71,99,7.81,4,111
"431",20180083,"OT",70,345,22.0054794520548,5.85,19.5,14,5.38,82,7.87,3,83
"432",20180094,"OG",79,305,23.2684931506849,5.39,26.5,24,4.84,97,8.04,3,94
"433",20180245,"C",77,314,21.6219178082192,5.39,29,25,4.92,97,8.04,7,245
"434",20180097,"C",77,292,22.1013698630137,5.23,23.5,23,4.78,104,7.77,3,97
"435",20180033,"OG",76,305,22.3808219178082,5.15,28,19,4.5,106,7.87,2,33
"436",20180153,"OG",77,310,22.6630136986301,5.23,30,17,4.77,105,7.89,5,153
"437",20180192,"OG",77,335,21.8712328767123,5.58,23.5,17,4.95,98,7.86,6,192
"438",20180213,"OG",68,311,22.8657534246575,5.2,25,32,4.83,103,7.6,6,213
"439",20180034,"OG",75,330,22.6712328767123,5.15,24,37,4.7,104,7.59,2,34
"440",20180183,"C",77,290,22.2,5.32,27,28,4.86,101,7.92,6,183
"441",20180138,"OG",77,314,23.372602739726,5.33,28.5,26,4.88,97,7.86,5,138
"442",20180198,"OG",75,320,21.3315068493151,5.15,29.5,26,4.68,105,7.94,6,198
"443",20180155,"C",75,288,23.1178082191781,5.09,33.5,25,4.69,111,7.5,5,155
"444",20180166,"OG",77,315,23.4520547945205,5.24,29,30,4.84,114,7.45,5,166
