"","playerId","nameFull","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"678",20050103,"Antonio Perkins","DB",71,194,23.3013698630137,4.53,40,10,4.07,126,7.17,4,103
"679",20050227,"Kenneth Pettway","LB",76,248,22.4575342465753,4.73,32.5,22,4.31,114,7.29,7,227
"680",20050017,"David Pollack","LB",74,255,22.8602739726027,4.81,37,25,3.9,118,6.86,1,17
"682",20050125,"Brady Poppinga","LB",75,252,25.6054794520548,4.63,35.5,26,4.38,106,7.27,4,125
"683",20050088,"Sione Po'uha","DT",75,325,26.2356164383562,5.02,32.5,32,4.49,107,7.84,3,88
"684",20050122,"Duke Preston","C",77,311,22.8794520547945,5.42,32,21,4.45,96,7.57,4,122
"689",20050123,"Kerry Rhodes","S",75,212,22.7397260273973,4.59,42,12,4.12,123,6.94,4,123
"691",20050009,"Carlos Rogers","DB",72,192,23.8246575342466,4.45,40.5,15,3.82,126,6.48,1,9
"692",20050041,"Michael Roos","OT",79,313,22.5643835616438,5.28,29,19,4.5,96,7.72,2,41
"693",20050046,"Matt Roth","DE",76,275,22.5397260273973,4.83,32,26,4.36,110,7.65,2,46
"694",20050036,"Barrett Ruud","LB",74,241,21.9424657534247,4.76,34.5,25,3.94,108,7.22,2,36
"695",20050179,"Bo Scaife","TE",75,249,24.3095890410959,4.79,32.5,24,4.12,110,7.21,6,179
"696",20050149,"Adam Seward","LB",75,250,22.8712328767123,4.61,36.5,33,4.11,120,7.16,5,149
"697",20050241,"Darrell Shropshire","DT",74,301,22.1150684931507,4.9,34,25,4.31,114,7.54,7,241
"698",20050177,"Wes Sims","OG",76,317,24.0575342465753,5.42,28,26,4.43,104,7.68,6,177
"699",20050094,"Adam Snyder","OT",78,325,23.2438356164384,5.37,28.5,21,4.83,93,7.83,3,94
"700",20050026,"Chris Spencer","C",75,308,23.0876712328767,5.24,29,26,4.59,104,8.06,1,26
"701",20050130,"Darren Sproles","RB",66,190,21.8575342465753,4.49,33,23,3.96,102,6.96,4,130
"702",20050087,"Scott Starks","DB",69,178,21.8383561643836,4.42,43,13,3.9,133,6.99,3,87
"703",20050184,"Bill Swancutt","DE",76,265,22.6493150684932,5.03,34,23,4.24,113,7.35,6,184
"704",20050045,"Lofa Tatupu","LB",72,250,22.4520547945205,4.84,35,23,4.16,113,7.31,2,45
"705",20050134,"Claude Terrell","OG",74,330,23.0246575342466,5.41,24.5,27,4.75,88,8.17,4,134
"707",20050048,"Odell Thurman","LB",72,235,21.8054794520548,4.7,34,23,4.28,113,7.47,2,48
"709",20050115,"Marviel Underwood","S",70,200,23.1945205479452,4.52,38,19,4.21,116,7.12,4,115
"710",20050232,"Jimmy Verdon","DE",75,280,23.4821917808219,5.05,29.5,18,4.53,105,7.89,7,232
"712",20050166,"Rian Wallace","LB",75,235,22.9315068493151,4.68,35.5,10,3.94,111,7.45,5,166
"713",20050011,"DeMarcus Ware","LB",76,258,22.7452054794521,4.6,38.5,27,4.07,122,6.83,1,11
"715",20050148,"Jonathan Welsh","DE",76,235,22.8876712328767,4.61,40.5,19,4.22,128,7.83,5,148
"717",20050005,"Carnell Williams","RB",71,218,23.0219178082192,4.43,35.5,19,4.17,118,6.95,1,5
"719",20050056,"Darrent Williams","DB",68,188,22.586301369863,4.3,39,16,3.96,124,6.97,2,56
"721",20050172,"Scott Young","OG",76,312,23.7890410958904,5.07,32.5,43,4.37,115,7.46,5,172
"723",20060220,"Titus Adams","DT",76,305,23.2657534246575,5.12,30.5,15,4.54,103,7.49,7,220
"724",20060030,"Joseph Addai","RB",71,214,23.0054794520548,4.43,37,18,4.47,125,7.09,1,30
"725",20060113,"Victor Adeyanju","DE",76,284,23.227397260274,4.88,32,22,4.41,112,7.37,4,113
"726",20060016,"Jason Allen","DB",73,200,22.8328767123288,4.41,39.5,17,3.81,131,6.75,1,16
"727",20060077,"Jon Alston","LB",72,235,22.9178082191781,4.53,40,30,4.13,132,6.9,3,77
"728",20060159,"Mark Anderson","DE",76,255,22.9424657534247,4.65,42,20,4.22,127,6.95,5,159
"730",20060229,"Willie Andrews","S",70,190,22.5041095890411,4.45,36.5,7,4.27,124,6.99,7,229
"733",20060241,"Charles Bennett","DE",75,254,23.0849315068493,4.72,33.5,19,4.52,115,7.48,7,241
"735",20060207,"Antoine Bethea","S",71,206,21.7698630136986,4.42,36.5,19,4.11,127,6.99,6,207
"737",20060101,"Darnell Bing","LB",74,230,21.6465753424658,4.52,34,17,4.07,120,7.25,4,101
"738",20060176,"Kevin Boothe","OG",77,320,22.8328767123288,5.44,31.5,23,5.07,98,8.36,6,176
"742",20060040,"Daniel Bullocks","S",72,212,23.1808219178082,4.4,38,18,4.16,124,6.91,2,40
"743",20060089,"Rashad Butler","OT",76,310,23.2301369863014,5.32,28,16,4.55,106,7.9,3,89
"744",20060074,"Brian Calhoun","RB",70,208,21.9890410958904,4.6,31.5,18,4.2,124,7.05,3,74
"745",20060056,"Chris Chester","OG",75,303,23.3095890410959,4.91,31.5,27,4.5,106,7.31,2,56
"746",20060187,"Jeromey Clary","OT",78,320,22.4958904109589,5.34,26,24,4.63,102,7.8,6,187
"747",20060124,"Barry Cofield","DT",76,303,22.1260273972603,5,34,35,4.35,105,7.43,4,124
"748",20060047,"Daryn Colledge","OG",76,308,24.227397260274,5.07,32.5,21,4.58,110,7.43,2,47
"749",20060252,"Marques Colston","WR",76,225,22.9150684931507,4.54,37,16,4.43,123,6.94,7,252
"750",20060051,"Ryan Cook","C",78,331,22.9917808219178,5.49,26.5,28,4.66,97,7.93,2,51
"751",20060098,"Owen Daniels","TE",75,245,23.4849315068493,4.66,34.5,23,4.1,114,6.87,4,98
"752",20060132,"P.J. Daniels","RB",70,210,23.3698630136986,4.66,33,21,4.4,116,7.13,4,132
"753",20060167,"Charles Davis","TE",78,260,23.1452054794521,4.94,31.5,27,4.37,108,7.53,5,167
"754",20060006,"Vernon Davis","TE",75,244,22.2575342465753,4.39,42,33,4.17,128,7,1,6
"758",20060151,"Tim Dobbins","LB",73,234,23.4,4.61,35.5,23,4.39,110,7.25,5,151
"759",20060173,"Reed Doughty","S",73,206,23.4986301369863,4.68,37,15,4.17,121,6.66,6,173
"760",20060229,"Willie Andrews","S",70,190,22.5041095890411,4.44,36,18,4.38,116,7.08,7,229
"761",20060073,"Dusty Dvoracek","DT",75,303,23.172602739726,5.07,34,31,4.35,110,7.62,3,73
"762",20060127,"Ray Edwards","DE",77,268,21.3369863013699,4.82,39,30,4.57,114,7.71,4,127
"763",20060178,"Keith Ellison","LB",72,229,22.241095890411,4.83,32.5,24,4.16,115,7.22,6,178
"764",20060198,"Greg Eslinger","C",75,292,23.0328767123288,5.18,30,28,4.68,101,7.59,6,198
"765",20060108,"Jahri Evans","OG",76,318,22.7013698630137,5.25,27,20,4.8,95,7.98,4,108
"766",20060053,"Anthony Fasano","TE",76,258,22.0383561643836,4.86,33.5,19,4.34,112,6.94,2,53
"768",20060168,"Omar Gaither","LB",74,235,22.1287671232877,4.8,37,23,4.28,116,7.31,5,168
"769",20060071,"Chris Gocong","LB",74,263,22.4657534246575,4.7,38.5,28,4.08,123,7.06,3,71
"770",20060196,"Kedric Golston","DT",76,330,22.9315068493151,4.94,33,31,4.45,111,7.6,6,196
"773",20060017,"Chad Greenway","LB",75,237,23.3095890410959,4.8,33.5,16,4.22,117,7,1,17
"774",20060048,"Cedric Griffin","DB",72,195,23.4794520547945,4.54,35.5,17,4.1,125,6.84,2,48
"775",20060140,"Parys Haralson","LB",72,255,22.2767123287671,4.84,32,24,4.26,115,7.37,5,140
"778",20060145,"Jerome Harrison","RB",69,205,23.186301369863,4.49,34.5,19,4.07,124,6.77,5,145
"779",20060092,"Jason Hatcher","DE",78,299,23.8109589041096,4.91,35.5,28,4.49,113,7.67,3,92
"780",20060005,"A.J. Hawk","LB",73,240,22.3260273972603,4.64,40,24,3.96,115,6.82,1,5
"781",20060038,"Thomas Howard","LB",75,245,22.8082191780822,4.46,39,21,4.28,124,6.96,2,38
"783",20060240,"Cedric Humes","RB",73,233,22.7424657534247,4.68,30.5,18,4.22,106,7.07,7,240
"784",20060034,"D'Qwell Jackson","LB",72,242,22.6054794520548,4.77,37,19,4.36,116,7.05,2,34
"785",20060064,"Tarvaris Jackson","QB",74,225,23.0383561643836,4.7,31.5,22,4.38,107,7.4,2,64
"787",20060099,"Max Jean-Gilles","OG",75,320,22.4575342465753,5.54,24.5,27,5.08,95,8.56,4,99
"788",20060156,"Julian Jenkins","DE",75,277,22.5260273972603,5.09,34.5,25,4.23,110,7.11,5,156
"789",20060142,"Brandon Johnson","LB",77,245,23.0821917808219,4.52,37,11,4.34,118,7.17,5,142
"790",20060024,"Johnathan Joseph","DB",71,190,22.0493150684932,4.37,37,15,4.23,123,6.92,1,24
"791",20060094,"Freddy Keiaho","LB",71,226,23.3780821917808,4.65,36,15,4.12,113,7.01,3,94
"793",20060155,"Jeff King","TE",75,260,23.2054794520548,4.88,32.5,21,4.09,109,6.99,5,155
"794",20060032,"Mathias Kiwanuka","DE",77,267,23.158904109589,4.74,32,17,4.13,120,7.27,1,32
"795",20060046,"Joe Klopfenstein","TE",77,262,22.4849315068493,4.65,36,27,4.21,112,7.39,2,46
"796",20060161,"Chris Kuper","OG",76,303,23.3753424657534,5.12,30,24,4.6,109,7.59,5,161
"797",20060219,"Ryan LaCasse","LB",74,257,23.241095890411,4.62,34,34,4.3,113,7.25,7,219
"798",20060022,"Manny Lawson","LB",77,240,21.8356164383562,4.47,39.5,23,4.18,124,6.9,1,22
"799",20060177,"Jonathan Lewis","DT",72,305,21.8109589041096,4.99,33.5,24,4.4,111,7.4,6,177
"800",20060028,"Marcedes Lewis","TE",78,280,21.958904109589,4.84,37,23,4.82,118,7.24,1,28
"801",20060102,"Calvin Lowry","S",71,200,23.2219178082192,4.58,36,15,4.2,120,7.16,4,102
"802",20060170,"Wali Lundy","RB",70,211,22.6547945205479,4.52,35,18,4.36,111,6.99,6,170
"803",20060041,"Deuce Lutui","OG",76,338,23,5.46,28,26,4.76,97,8.04,2,41
"805",20060029,"Nick Mangold","C",76,307,22.3068493150685,5.09,27.5,24,4.36,104,7.47,1,29
"806",20060042,"Danieal Manning","S",71,212,23.7369863013699,4.5,39,17,4.07,123,7.23,2,42
"807",20060119,"Brandon Marshall","WR",77,232,22.1150684931507,4.54,37,28,4.09,120,7.05,4,119
"808",20060058,"Richard Marshall","DB",71,198,21.3917808219178,4.46,37,12,4.16,129,6.65,2,58
"809",20060208,"Derrick Martin","DB",70,198,20.9671232876712,4.54,40,17,3.95,127,6.72,6,208
"811",20060217,"Fred Matua","OG",74,315,22.3041095890411,5.04,24.5,28,4.76,93,7.87,7,217
"812",20060026,"John McCargo","DT",74,307,22.7095890410959,5.19,30.5,25,4.48,110,7.79,1,26
"813",20060237,"Stanley McClover","DE",74,260,21.3808219178082,4.72,39,19,4.5,114,7.87,7,237
"814",20060069,"Paul McQuistan","OG",78,315,23.013698630137,5.11,29.5,28,4.62,110,7.72,3,69
"816",20060106,"Garrett Mills","FB",73,235,22.5616438356164,4.65,35.5,23,4.05,111,6.81,4,106
"817",20060191,"Jeremy Mincey","DE",76,280,22.3890410958904,4.78,33.5,27,4.25,116,6.99,6,191
"818",20060152,"DeMario Minter","DB",71,199,22.2027397260274,4.54,38.5,10,4.1,131,6.87,5,152
"819",20060234,"Will Montgomery","C",75,304,23.2219178082192,5.12,29.5,35,4.43,104,7.4,7,234
"821",20060137,"Terna Nande","LB",72,230,22.8821917808219,4.55,39,41,4.11,124,6.97,5,137
"822",20060012,"Haloti Ngata","DT",76,345,22.2849315068493,5.18,31.5,37,4.65,110,7.95,1,12
"823",20060135,"Rob Ninkovich","DE",74,260,22.2547945205479,4.93,34.5,23,4.18,116,6.96,5,135
"824",20060079,"Jerious Norwood","RB",71,205,22.7671232876712,4.4,36.5,15,4.25,122,6.81,3,79
"825",20060139,"Quinn Ojinnaka","OT",77,295,22.0301369863014,5.49,28.5,21,5.11,102,8.45,5,139
"826",20060181,"Babatunde Oshinowo","DT",73,325,23.3041095890411,5.32,32,33,4.54,105,7.87,6,181
"827",20060123,"Domata Peko","DT",75,325,21.4328767123288,5.28,28.5,25,4.49,103,7.69,4,123
"828",20060158,"Charlie Peprah","S",71,203,23.1917808219178,4.7,37.5,15,4.09,119,6.81,5,158
"829",20060201,"Marvin Philip","C",73,300,24.2493150684931,5.29,27,27,4.69,96,7.85,6,201
"830",20060150,"Jason Pociask","TE",75,256,23.2328767123288,4.88,32.5,23,4.3,115,7.31,5,150
"831",20060072,"Leonard Pope","TE",80,264,22.6493150684932,4.67,37.5,22,4.67,118,7.47,3,72
"835",20060033,"DeMeco Ryans","LB",73,247,21.7671232876712,4.67,39,23,4.17,129,7.19,2,33
"836",20060121,"Nate Salley","S",73,216,22.2438356164384,4.64,40,14,4.15,123,6.79,4,121
"837",20060061,"Tony Scheffler","TE",77,255,23.2164383561644,4.57,33.5,17,4.01,115,6.81,2,61
"838",20060076,"Anthony Schlegel","LB",73,251,25.1780821917808,4.86,32,21,4.38,111,7.41,3,76
"839",20060242,"Mark Setterstrom","OG",76,318,22.1698630136986,5.4,26.5,19,4.53,100,7.63,7,242
"840",20060250,"Kevin Simon","LB",71,234,22.8958904109589,4.93,28,26,4.32,103,7.69,7,250
"841",20060105,"Ko Simpson","S",73,202,22.4849315068493,4.45,40.5,11,4.17,122,7.09,4,105
"842",20060009,"Ernie Sims","LB",72,233,21.3616438356164,4.56,41,25,4.22,125,7.31,1,9
"843",20060083,"Anthony Smith","S",72,200,22.6219178082192,4.71,41,18,4.35,125,6.75,3,83
"844",20060097,"Eric Smith","S",73,207,23.1342465753425,4.63,40,21,4.1,127,6.89,3,97
"845",20060206,"Le Kevin Smith","DT",75,308,23.7890410958904,5.03,30.5,30,4.92,109,7.93,6,206
"846",20060112,"Isaac Sowells","OG",75,315,24.0027397260274,5.19,28.5,20,4.98,101,8.13,4,112
"847",20060075,"Jason Spitz","OG",75,298,23.3753424657534,5.43,28.5,25,4.55,102,7.82,3,75
"848",20060205,"Dan Stevenson","OG",77,300,23.5835616438356,5.39,24.5,24,4.59,100,7.58,6,205
"849",20060210,"Zach Strief","OG",79,320,22.6164383561644,5.45,21,19,4.83,94,8.01,7,210
"850",20060166,"Quinn Sypniewski","TE",78,270,24.0575342465753,4.8,32.5,20,4.52,114,7.09,5,166
"852",20060063,"Darryl Tapp","DE",73,270,21.6383561643836,4.86,33,27,4.48,109,7.31,2,63
"853",20060086,"David Thomas","TE",75,248,22.8328767123288,4.72,37.5,19,4.34,113,7.05,3,86
"854",20060162,"Michael Toudouze","OG",78,303,23.0219178082192,5.12,26.5,23,4.7,100,7.45,5,162
"856",20060059,"Jeremy Trueblood","OT",80,320,22.986301369863,5.31,27.5,20,4.68,96,7.82,2,59
"857",20060116,"Stephen Tulloch","LB",71,245,21.3369863013699,4.93,33.5,27,4.15,113,7.19,4,116
"859",20060180,"Lawrence Vickers","FB",72,250,22.9917808219178,4.9,30.5,21,4.63,104,7.74,6,180
"862",20060117,"Leon Washington","RB",68,203,23.6821917808219,4.49,32.5,17,4.37,105,6.94,4,117
"863",20060218,"Todd Watkins","WR",74,187,22.8684931506849,4.43,36,15,4.24,118,7.13,7,218
"864",20060107,"Gabe Watson","DT",75,333,22.6109589041096,5.29,25,36,4.8,96,8.28,4,107
"865",20060129,"Guy Whimper","OT",77,315,22.9561643835616,4.96,29,26,4.59,102,7.38,4,129
"866",20060224,"E.J. Whitley","C",77,293,24.213698630137,5.37,25,16,4.79,101,7.53,7,224
"867",20060055,"Andrew Whitworth","OT",79,333,24.3945205479452,5.17,30.5,28,4.83,112,8.23,2,55
"868",20060096,"Gerris Wilkinson","LB",75,231,23.0821917808219,4.68,39,19,4.17,122,7.21,3,96
"869",20060084,"Brandon Williams","WR",71,170,22.1917808219178,4.5,34.5,38,4.07,115,6.87,3,84
"870",20060001,"Mario Williams","DE",78,300,21.2547945205479,4.75,34,25,4.54,111,7.49,1,1
"871",20060202,"T.J. Williams","TE",74,253,23.6109589041096,4.75,34,25,4.54,111,7.49,6,202
"872",20060013,"Kamerion Wimbley","LB",76,258,22.558904109589,4.64,38.5,24,4.48,129,6.97,1,13
"873",20060226,"Rodrique Wright","DT",77,300,21.758904109589,5.11,32,31,4.51,110,7.84,7,226
"874",20060213,"James Wyche","DE",77,279,24.0438356164384,4.66,33,27,4.51,116,7.75,7,213
"876",20070061,"Gerald Alexander","S",74,209,22.8465753424658,4.53,41,15,4.21,124,7.24,2,61
"877",20070176,"Rufus Alexander","LB",73,232,24.0602739726027,4.8,35,25,4.3,117,7.06,6,176
"878",20070231,"Michael Allan","TE",78,254,23.6520547945205,4.71,36,19,4.52,123,7.31,7,231
"879",20070088,"Andy Alleman","OG",76,310,23.4520547945205,5.08,30,27,4.65,106,7.8,3,88
"880",20070195,"Deon Anderson","FB",70,240,24.2657534246575,4.75,33,23,4.43,114,7.27,6,195
"882",20070119,"Allen Barbre","OT",76,310,22.8630136986301,4.88,32,28,4.63,105,7.4,4,119
"883",20070134,"Antwan Barnes","LB",73,251,22.5369863013699,4.46,35,31,4.32,122,7.29,4,134
"884",20070062,"Dan Bazuin","DE",75,260,23.7835616438356,4.81,30,25,4.75,109,7.09,2,62
"885",20070130,"Josh Beekman","OG",74,310,23.8438356164384,5.4,25.5,24,4.81,93,8.24,4,130
"886",20070123,"Fred Bennett","DB",73,200,23.3397260273973,4.49,38.5,17,4.3,125,6.67,4,123
"889",20070068,"Quincy Black","LB",74,240,23.1780821917808,4.48,41.5,24,4.34,124,6.86,3,68
"890",20070039,"Justin Blalock","OG",76,326,23.3698630136986,5.1,28.5,40,4.72,101,7.75,2,39
"891",20070087,"Stewart Bradley","LB",76,258,23.5013698630137,4.74,35.5,28,4.17,112,7.29,3,87
"893",20070005,"Levi Brown","OT",78,324,23.1315068493151,5.42,25.5,31,4.89,97,7.87,1,5
"894",20070147,"Tarell Brown","DB",71,190,22.3205479452055,4.47,33.5,17,4.37,111,7,5,147
"897",20070207,"Prescott Burgess","LB",75,253,23.158904109589,4.88,32.5,19,4.31,106,7.01,6,207
"898",20070013,"Adam Carriker","DT",78,300,22.9917808219178,4.92,33.5,33,4.18,110,7.06,1,13
"899",20070129,"Scott Chandler","TE",79,260,21.7780821917808,4.83,30,16,4.32,111,7.26,4,129
"902",20070173,"Michael Coe","DB",72,187,23.3780821917808,4.56,35,17,4.31,122,6.78,5,173
"904",20070056,"Tim Crowder","DE",76,260,21.841095890411,4.72,30.5,32,4.32,111,7.28,2,56
"906",20070246,"Kenneth Darby","RB",70,219,24.3534246575342,4.76,30,19,4.53,108,7.25,7,246
"907",20070198,"Doug Datish","C",76,305,23.7561643835616,5.15,26,31,4.65,102,7.51,6,198
"908",20070069,"Buster Davis","LB",69,251,23.5369863013699,4.51,35.5,24,4.37,115,6.66,3,69
"909",20070128,"Chris Davis","WR",70,181,23.2767123287671,4.51,35.5,15,4.14,115,6.66,4,128
"910",20070116,"Zak DeOssie","LS",77,250,22.9424657534247,4.61,34.5,26,4.22,122,6.89,4,116
"911",20070214,"Chris Denman","OT",79,315,23.572602739726,5.65,27.5,21,4.92,97,8.1,7,214
"913",20070048,"Justin Durant","LB",73,230,21.613698630137,4.55,36,25,4.09,121,6.77,2,48
"914",20070165,"Eric Frampton","S",71,202,23.2383561643836,4.65,34.5,10,4.17,122,6.84,5,165
"915",20070122,"Doug Free","OT",78,325,23.3232876712329,5.21,30,22,4.53,111,7.38,4,122
"916",20070163,"Brandon Frye","OT",76,305,24.2767123287671,5.1,32.5,34,4.4,103,7.5,5,163
"917",20070159,"C.J. Gaddis","S",72,210,21.7232876712329,4.48,36.5,20,4.3,121,7.28,5,159
"918",20070150,"Josh Gattis","S",73,207,23.2986301369863,4.55,34.5,22,4.27,121,6.72,5,150
"919",20070126,"Dashon Goldson","S",74,200,22.6219178082192,4.64,34.5,12,4.46,115,7.37,4,126
"920",20070019,"Michael Griffin","S",72,215,22.3260273972603,4.48,36,16,4.1,120,6.6,1,19
"921",20070029,"Ben Grubbs","OG",75,310,23.1479452054795,5.21,26.5,29,4.72,103,7.99,1,29
"923",20070018,"Leon Hall","DB",71,195,22.3972602739726,4.42,37.5,15,4.07,125,6.5,1,18
"925",20070016,"Justin Harrell","DT",76,315,23.2164383561644,5.07,30.5,24,4.79,108,7.63,1,16
"926",20070047,"David Harris","LB",74,250,23.2821917808219,4.6,33,23,4.29,107,7.25,2,47
"927",20070115,"Leroy Harris","OG",75,303,22.9068493150685,5.36,24.5,29,4.8,96,8,4,115
"929",20070070,"Ryan Harris","OT",77,302,22.1452054794521,5.11,25.5,22,4.52,100,7.78,3,70
"930",20070091,"Mario Henderson","OT",79,340,22.5095890410959,5.12,28.5,20,4.87,109,7.6,3,91
"931",20070050,"Chris Henry","RB",71,234,21.9068493150685,4.41,36,26,4.14,127,6.96,2,50
"933",20070209,"Corey Hilliard","OT",78,300,22.0191780821918,5.34,27,28,4.65,106,7.45,6,209
"934",20070254,"Jonathan Holland","WR",73,195,21.8739726027397,4.47,35.5,15,4.4,120,7.12,7,254
"935",20070041,"Chris Houston","DB",71,178,22.5397260273973,4.37,36,27,4.12,122,6.94,2,41
"936",20070095,"Dante Hughes","DB",70,186,21.6986301369863,4.68,28.5,16,4.43,114,7.28,3,95
"937",20070236,"Nate Ilaoa","FB",69,245,24.0821917808219,4.79,30,25,4.42,103,7.1,7,236
"938",20070194,"David Irons","DB",71,197,24.5671232876712,4.5,29.5,11,4.3,111,7.18,6,194
"939",20070049,"Kenny Irons","RB",71,200,23.6328767123288,4.5,29.5,11,4.17,111,7.18,2,49
"940",20070063,"Brandon Jackson","RB",70,215,21.5835616438356,4.56,37,21,4.14,122,7,2,63
"941",20070106,"Tanard Jackson","S",72,196,21.7835616438356,4.53,32.5,12,4.28,121,6.89,4,106
"943",20070152,"Antonio Johnson","DT",75,328,22.4,5.19,29,28,4.49,108,7.47,5,152
"944",20070224,"Michael Johnson","S",74,207,22.9835616438356,4.66,33,15,4.32,114,7.04,7,224
"945",20070078,"James Jones","WR",73,208,23.0904109589041,4.58,34,22,4.2,119,7.06,3,78
"947",20070059,"Ryan Kalil","C",74,300,22.0958904109589,4.98,26,34,4.34,104,7.5,2,59
"948",20070189,"Adam Koets","OT",77,300,23.3205479452055,5.09,32,20,4.47,106,7.44,6,189
"950",20070052,"Brian Leonard","FB",73,225,23.2465753424658,4.54,34.5,28,4.22,122,6.88,2,52
"952",20070012,"Marshawn Lynch","RB",71,215,21.0301369863014,4.48,35.5,20,4.55,125,7.05,1,12
"953",20070132,"Ryan McBean","DE",77,305,23.027397260274,5.05,28,27,4.46,108,7.79,4,132
"954",20070221,"Trumaine McBride","DB",69,185,21.6054794520548,4.6,34.5,14,4.32,122,6.96,7,221
"955",20070054,"Turk McBride","DE",74,278,21.9260273972603,4.85,31,27,4.12,108,7.1,2,54
"956",20070072,"Marcus McCauley","DB",73,203,23.6657534246575,4.4,36,17,4.17,129,6.61,3,72
"957",20070137,"Le'Ron McClain","FB",72,260,22.3479452054795,4.9,29.5,14,4.47,113,7.14,4,137
"959",20070140,"Brandon McDonald","DB",70,185,21.6849315068493,4.61,33,17,4.76,118,7.44,5,140
"960",20070085,"Brandon Mebane","DT",73,311,22.2958904109589,5.18,24,24,4.65,106,7.94,3,85
"961",20070024,"Brandon Meriweather","DB",71,197,23.3013698630137,4.5,35,11,4.33,111,7.06,1,24
"962",20070133,"Martrez Milner","TE",76,260,22.7315068493151,4.83,34,19,4.49,117,7.35,4,133
"963",20070220,"Marvin Mitchell","LB",75,249,22.5315068493151,4.94,32,22,4.25,108,7.29,7,220
"964",20070104,"Jay Moore","LB",76,256,23.7150684931507,4.96,34,26,4.35,118,7.19,4,104
"965",20070199,"Drew Mormino","C",75,299,23.4520547945205,5.33,28,27,4.53,105,7.48,6,199
"966",20070065,"Quentin Moses","DE",77,260,23.4575342465753,4.84,32,17,4.53,115,7.38,3,65
"969",20070109,"Stephen Nicholas","LB",75,236,24.0082191780822,4.64,33.5,29,4.45,110,7.29,4,109
"970",20070251,"Chad Nkang","S",71,215,21.8383561643836,4.52,36.5,23,4.34,118,7.1,7,251
"971",20070094,"Michael Okwo","LB",71,235,22.2712328767123,4.73,35.5,20,4.43,121,7.12,3,94
"973",20070031,"Greg Olsen","TE",77,255,22.1452054794521,4.53,35.5,23,4.48,114,7.04,1,31
"974",20070223,"Mike Otto","OT",77,308,23.7780821917808,5.24,26.5,20,4.67,105,7.62,7,223
"976",20070167,"Kevin Payne","S",72,212,23.4109589041096,4.63,35,20,4.3,106,7,5,167
"978",20070064,"Sabby Piscitelli","S",75,224,23.6931506849315,4.5,34.5,19,3.9,122,6.84,2,64
"979",20070107,"Antonio Pittman","RB",71,195,21.3698630136986,4.42,35.5,16,4.16,123,6.84,4,107
"980",20070034,"Paul Posluszny","LB",74,232,22.5616438356164,4.71,37,22,4.2,116,6.94,2,34
"981",20070138,"Jay Richardson","LB",78,280,23.2657534246575,5.06,33,20,4.54,112,7.5,5,138
"983",20070075,"Laurent Robinson","WR",74,205,21.9534246575342,4.44,39,19,4.28,127,6.83,3,75
"984",20070102,"Brian Robison","DE",75,259,24.0191780821918,4.72,40.5,27,4.26,121,6.89,4,102
"985",20070155,"Dante Rosario","TE",75,242,22.5205479452055,4.8,36,20,4.47,115,6.96,5,155
"986",20070020,"Aaron Ross","DB",72,190,24.6328767123288,4.46,34,17,4.15,118,6.67,1,20
"987",20070154,"Clifton Ryan","DT",75,324,23.2054794520548,5.11,26.5,25,4.69,102,7.49,5,154
"988",20070230,"Dan Santucci","OG",76,304,23.6575342465753,5.16,29,23,4.74,102,7.47,7,230
"989",20070143,"Dallas Sartz","LB",77,235,23.8219178082192,4.73,33.5,20,4.13,111,6.85,5,143
"990",20070060,"Samson Satele","C",75,300,22.4246575342466,5.26,33,25,4.29,101,7.47,2,60
"991",20070222,"Derek Schouman","FB",74,223,22.1452054794521,4.77,37.5,27,4.27,122,7,7,222
"992",20070190,"Ken Shackleford","OT",77,322,22.2465753424658,5.3,24.5,28,5.05,102,8.35,6,190
"993",20070164,"Tim Shaw","LB",73,236,23.1013698630137,4.54,36.5,26,4.12,116,7.01,5,164
"995",20070219,"Kelvin Smith","LB",74,240,23.1205479452055,4.82,32,26,4.42,110,7.19,7,219
"996",20070148,"Kolby Smith","RB",71,219,22.3808219178082,4.52,38,18,4.34,114,7.22,5,148
"997",20070026,"Anthony Spencer","LB",75,262,23.2767123287671,4.73,32.5,30,4.43,112,7.14,1,26
"998",20070156,"Cameron Stephenson","OG",75,326,23.8767123287671,5.44,28.5,34,4.81,101,7.72,5,156
"999",20070203,"Daren Stone","S",75,215,21.6986301369863,4.6,39,13,4.44,132,7.13,6,203
"1001",20070196,"Herb Taylor","OT",76,305,22.6109589041096,5.22,27,26,4.64,100,7.78,6,196
"1003",20070003,"Joe Thomas","OT",78,312,22.4109589041096,4.94,33,28,4.88,110,7.95,1,3
"1004",20070015,"Lawrence Timmons","LB",73,242,20.9698630136986,4.67,35,25,4.32,123,6.89,1,15
"1009",20070079,"Mike Sims-Walker","WR",74,212,22.4465753424658,4.4,36.5,18,4.39,121,6.92,3,79
"1010",20070037,"Eric Weddle","S",71,200,22.3260273972603,4.5,33.5,11,4.12,113,6.78,2,37
"1011",20070184,"John Wendling","S",73,222,23.9150684931507,4.5,38.5,22,4.16,129,6.96,6,184
"1012",20070011,"Patrick Willis","LB",73,240,22.2684931506849,4.53,39,22,4.46,119,7.23,1,11
"1013",20070055,"Josh Wilson","DB",69,187,22.1452054794521,4.42,36.5,20,4.43,120,7.07,2,55
